CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
1662;57;4733;3242;16767;On Time;2;18;2546;Good
1663;43;5123;4014;14403;On Time;3;12;4042;Good
1664;40;4446;18364;7144;On Time;2;14;3394;Bad
1665;61;2630;6894;11275;On Time;5;12;3039;Bad
1666;56;3773;5285;25092;Late;4;2;2480;Bad
1667;32;5586;17386;7458;On Time;3;16;2868;Bad
1668;66;5872;15055;13743;On Time;1;19;3041;Bad
1669;21;4975;16370;14918;On Time;2;1;2089;Bad
1670;46;6735;5249;16602;On Time;2;2;3267;Good
1671;39;5596;2374;7514;Late;2;12;3070;Bad
1672;42;3878;10665;15870;On Time;3;4;2582;Bad
1673;30;4579;11675;6569;On Time;4;7;2579;Good
1674;35;2895;11823;15487;On Time;1;17;1754;Bad
1675;50;4837;17390;11738;On Time;2;5;4108;Bad
1676;33;6668;1331;10670;On Time;2;2;3496;Good
1677;62;6027;14298;19174;On Time;2;13;3287;Good
1678;59;7103;4516;13821;On Time;2;8;3537;Good
1679;61;4545;14278;17368;On Time;1;18;236;Good
1680;19;7019;7625;17534;On Time;2;4;4696;Good
1681;52;4710;5930;21349;On Time;1;6;353;Good
1682;59;7207;6950;8958;On Time;1;9;3889;Good
1683;51;4967;2771;19595;On Time;2;10;3093;Good
1684;47;6060;10202;15082;On Time;5;4;1935;Good
1685;30;7212;6136;13109;On Time;1;4;3104;Good
1686;30;4709;13931;9253;On Time;5;7;3486;Good
1687;35;5327;13200;18032;On Time;1;14;2495;Good
1688;49;6933;18440;10388;On Time;3;12;4200;Bad
1689;49;4800;11831;17589;On Time;2;15;1490;Good
1690;52;3018;12603;24639;On Time;3;17;1936;Bad
1691;56;8214;17000;19899;On Time;1;13;1734;Bad
1692;63;4295;6861;21957;On Time;3;1;1568;Good
1693;69;5238;2558;11404;On Time;2;13;3166;Good
1694;46;6734;11000;18813;On Time;2;16;4604;Good
1695;66;4087;2886;9278;On Time;1;13;3850;Good
1696;46;3488;22269;13832;Late;1;9;2694;Bad
1697;61;5380;17277;23706;On Time;5;18;4389;Bad
1698;33;2310;20819;11960;On Time;4;16;4030;Bad
1699;61;4568;10312;20556;On Time;3;12;2328;Good
1700;64;5367;12752;20078;On Time;5;8;2705;Good
1701;27;4595;7702;20373;On Time;3;1;3289;Good
1702;47;2684;14414;8664;On Time;2;13;2218;Bad
1703;42;7391;3922;17626;On Time;1;19;2008;Good
1704;56;5155;0;14217;On Time;3;13;3737;Good
1705;37;7146;6046;20442;On Time;4;3;3970;Good
1706;22;4609;2722;6724;On Time;2;1;1980;Good
1707;18;3679;17389;16838;On Time;2;14;3363;Bad
1708;47;5403;19078;16131;On Time;5;1;3347;Bad
1709;66;4676;2985;5049;On Time;4;5;1896;Good
1710;20;3233;16458;10572;On Time;2;5;3323;Bad
1711;62;7204;14756;5849;On Time;4;11;3517;Good
1712;31;4066;2151;11368;Late;1;19;3564;Bad
1713;47;2239;8048;17746;On Time;4;12;2705;Bad
1714;67;6992;7099;15976;On Time;5;8;3288;Good
1715;21;4243;13739;15847;On Time;5;10;3170;Good
1716;35;4088;3856;9801;On Time;3;18;3068;Good
1717;54;2351;9505;20602;Late;1;9;3867;Bad
1718;42;7611;6570;14905;On Time;1;11;2023;Good
1719;65;3065;12366;15168;On Time;4;5;2132;Bad
1720;18;5087;8916;19701;On Time;5;13;1915;Good
1721;63;6368;7323;10043;On Time;5;13;3969;Good
1722;32;5632;8933;16142;On Time;5;4;2963;Good
1723;26;4910;20180;17117;On Time;1;17;2358;Bad
1724;32;2447;7915;12272;On Time;5;14;4245;Bad
1725;66;3785;4794;18261;On Time;3;9;2743;Bad
1726;41;5281;12917;17385;On Time;2;2;801;Good
1727;21;3819;9282;14494;On Time;5;4;2331;Bad
1728;29;5305;2923;14339;On Time;3;11;3072;Good
1729;54;6022;21157;17617;On Time;3;10;3347;Bad
1730;54;6443;8237;18942;On Time;2;5;2299;Good
1731;60;3160;8110;15314;On Time;1;16;2550;Bad
1732;23;8294;10799;20600;On Time;5;6;2482;Good
1733;56;6151;18650;18292;On Time;3;5;3605;Bad
1734;63;4997;1601;6057;On Time;3;13;4308;Good
1735;41;6634;11379;7975;On Time;2;9;2236;Good
1736;28;8548;20436;20911;On Time;3;10;4378;Bad
1737;30;2841;10643;13766;Late;5;2;3149;Bad
1738;51;4662;3823;15820;On Time;1;15;2811;Good
1739;42;1432;6908;20696;On Time;3;12;2672;Bad
1740;24;5288;11034;14967;On Time;1;12;1995;Good
1741;69;5548;16654;15186;On Time;3;3;2109;Bad
1742;21;4941;8303;10656;Late;3;15;1959;Bad
1743;25;4018;14133;16849;On Time;5;19;1860;Good
1744;37;1925;2823;17932;On Time;1;13;3345;Bad
1745;46;5560;2781;12110;On Time;4;3;5050;Good
1746;68;7183;7585;10389;On Time;5;13;2199;Good
1747;62;4113;17190;28131;Late;1;5;2672;Bad
1748;63;5660;10344;14535;On Time;1;11;3937;Good
1749;27;2647;11449;11581;On Time;1;17;1945;Bad
1750;60;5685;11390;18532;On Time;4;19;1553;Good
1751;51;4409;15546;14746;On Time;5;12;1016;Bad
1752;43;3856;6948;9571;Late;4;5;3008;Bad
1753;58;3859;13441;17415;On Time;3;17;2317;Bad
1754;66;4409;5845;10734;On Time;2;19;1633;Good
1755;20;5573;19916;22882;On Time;4;11;2276;Bad
1756;23;3031;5998;17472;On Time;3;2;3813;Bad
1757;22;4404;5588;13615;On Time;4;6;2517;Good
1758;22;4937;12748;15546;On Time;1;3;3773;Good
1759;64;3351;10398;19516;On Time;2;15;3372;Bad
1760;40;7694;11634;15929;On Time;2;18;3081;Good
1761;66;3719;11136;25610;On Time;3;17;2913;Bad
1762;26;3995;4548;20679;On Time;4;15;3597;Bad
1763;52;3532;18066;17438;On Time;4;2;3214;Bad
1764;37;7697;14467;10315;On Time;4;5;3115;Good
1765;66;5829;16794;14265;On Time;3;5;980;Bad
1766;59;3595;7358;17394;On Time;4;9;2608;Bad
1767;52;6659;12082;10885;On Time;2;6;1370;Good
1768;67;5301;10986;21467;On Time;2;19;1838;Good
1769;35;5385;15640;10129;Late;5;10;3926;Bad
1770;34;4483;15801;11813;On Time;4;19;2761;Bad
1771;41;3875;10965;12188;On Time;4;19;4569;Bad
1772;20;5506;2410;18719;On Time;2;16;3640;Good
1773;49;4182;18898;10975;On Time;2;12;2229;Bad
1774;52;7725;12779;6000;Late;1;9;2504;Bad
1775;55;3096;6957;20440;On Time;1;3;3559;Bad
1776;30;7304;12032;12778;On Time;5;17;3459;Good
1777;64;4833;2444;9657;On Time;2;10;3877;Good
1778;42;5448;15276;11225;On Time;5;18;731;Bad
1779;26;6249;2643;23583;On Time;4;7;1342;Good
1780;21;4054;8895;11714;On Time;4;7;2309;Good
1781;31;6296;11222;14383;On Time;2;9;3581;Good
1782;54;938;15194;12765;On Time;3;16;3708;Bad
1783;51;3920;10532;8836;On Time;5;11;77;Bad
1784;28;3613;13174;11286;On Time;3;9;2035;Bad
1785;58;3119;9859;8494;On Time;4;1;3474;Bad
1786;20;4677;9839;19779;On Time;5;12;1893;Good
1787;45;5578;10427;15504;On Time;4;3;3199;Good
1788;46;6053;9054;27413;On Time;1;19;3386;Good
1789;26;5361;1567;11455;On Time;2;8;2433;Good
1790;20;4001;6158;10705;Late;1;7;3007;Bad
1791;42;5553;11223;22668;On Time;5;5;2801;Good
1792;51;5186;8754;20289;On Time;1;5;3445;Good
1793;29;6404;9220;16923;On Time;5;5;2714;Good
1794;59;6165;8383;9431;Late;3;12;1119;Bad
1795;26;5045;5682;23724;On Time;2;5;3510;Good
1796;32;3654;7534;14639;On Time;3;7;2921;Bad
1797;57;4020;8465;12846;On Time;4;1;3503;Good
1798;42;4175;10025;20714;On Time;2;19;2108;Good
1799;22;4527;11966;14888;On Time;1;2;2686;Good
1800;28;5402;9097;9171;On Time;5;12;2448;Good
1801;51;6072;4851;15201;Late;2;10;3859;Bad
1802;41;4923;3009;11093;On Time;4;16;3628;Good
1803;32;5024;22987;5000;On Time;3;11;4462;Bad
1804;55;5214;4350;10591;On Time;4;18;2842;Good
1805;25;4226;7406;12361;On Time;1;12;1706;Good
1806;22;3611;12585;9221;On Time;5;9;1915;Bad
1807;65;2366;11804;17876;On Time;5;7;3872;Bad
1808;43;3957;12604;11112;On Time;1;7;4282;Bad
1809;35;5709;7786;17392;On Time;5;13;1636;Good
1810;23;3945;11192;8833;On Time;2;13;2458;Bad
1811;54;4643;10306;19546;Late;2;5;1846;Bad
1812;65;5699;8439;8617;On Time;1;14;4958;Good
1813;30;5781;11227;5000;On Time;1;16;3346;Good
1814;45;3380;15276;21186;On Time;4;13;2083;Bad
1815;22;6495;9888;10720;On Time;5;12;2029;Good
1816;30;6691;9922;23784;On Time;3;1;4413;Good
1817;34;3305;15340;17822;Late;1;8;3604;Bad
1818;67;3764;14806;18951;Late;4;8;2994;Bad
1819;57;6786;17919;20227;On Time;1;15;2531;Bad
1820;62;4779;1218;15563;On Time;1;3;2557;Good
1821;49;1670;14525;15620;On Time;2;8;1574;Bad
1822;46;2900;13007;21406;On Time;5;18;2254;Bad
1823;68;4625;5571;15556;On Time;1;7;2504;Good
1824;20;3255;11257;11359;On Time;5;12;2825;Bad
1825;57;4379;15255;17928;Late;4;15;2880;Bad
1826;51;5048;5854;5000;On Time;1;8;3920;Good
1827;57;7193;12212;21597;On Time;3;16;2232;Good
1828;44;4564;14356;21702;On Time;2;5;4365;Good
1829;30;6608;4644;20990;On Time;3;5;2842;Good
1830;62;7143;9288;20798;On Time;2;9;3322;Good
1831;50;7151;11504;14579;On Time;1;13;4011;Good
1832;23;5427;6019;14466;On Time;1;15;3507;Good
1833;41;2055;5604;8851;On Time;5;8;3715;Bad
1834;36;5691;9324;23740;On Time;2;12;2378;Good
1835;33;6572;14008;12574;On Time;4;9;2813;Good
1836;57;4878;13218;16699;On Time;3;15;3708;Good
1837;45;7616;5692;16270;On Time;4;15;3731;Good
1838;50;6289;13260;8297;On Time;2;13;3155;Good
1839;65;5852;5820;6276;On Time;4;15;3700;Good
1840;58;6629;1949;15027;On Time;2;5;2164;Good
1841;30;5500;8164;12731;On Time;5;10;3654;Good
1842;60;1260;15614;14552;On Time;5;12;3911;Bad
1843;62;4251;13279;20327;On Time;4;17;2993;Good
1844;42;6795;9992;16124;On Time;4;9;3167;Good
1845;59;3788;7916;18792;On Time;2;5;957;Bad
1846;53;4664;8051;17226;On Time;5;9;4376;Good
1847;44;3432;10543;13418;On Time;4;5;3339;Bad
1848;55;7675;4657;9990;On Time;2;14;3576;Good
1849;24;7522;8259;16323;Late;2;7;3328;Bad
1850;22;3674;8922;15419;On Time;4;9;3455;Bad
1851;60;5220;3244;19575;On Time;3;12;3384;Good
1852;62;3979;5807;14245;On Time;1;5;4472;Bad
1853;68;5922;12052;13513;On Time;2;7;5474;Good
1854;48;5764;10047;13852;On Time;5;5;4085;Good
1855;40;6217;8456;10406;On Time;1;17;4245;Good
1856;59;5497;5442;22234;On Time;2;11;2549;Good
1857;27;9403;17884;20698;On Time;3;5;2779;Bad
1858;49;3458;5810;8934;On Time;1;4;3364;Bad
1859;60;2434;11257;19019;On Time;5;1;3535;Bad
1860;47;4410;7560;5774;On Time;1;1;3374;Good
1861;56;2648;10181;19926;On Time;4;14;2035;Bad
1862;48;2761;12288;11518;On Time;2;9;2579;Bad
1863;35;3498;3148;16799;On Time;4;1;2632;Bad
1864;53;3616;9966;5352;On Time;3;8;3462;Bad
1865;19;3568;15953;9006;On Time;1;13;2679;Bad
1866;31;5777;18807;17343;On Time;4;9;2796;Bad
1867;30;4240;9349;11495;On Time;3;15;2735;Good
1868;46;4730;10208;10800;On Time;4;11;3626;Good
1869;29;6341;21056;21979;On Time;5;4;4201;Bad
1870;56;3850;15674;26054;On Time;4;8;2201;Bad
1871;19;4603;6913;19685;On Time;2;13;3761;Good
1872;49;5548;6905;9540;On Time;4;17;2094;Good
1873;30;2087;14782;23817;On Time;4;4;3651;Bad
1874;63;1422;4944;7192;On Time;4;10;1733;Bad
1875;44;5519;15438;13477;On Time;4;2;4381;Bad
1876;66;5738;11671;15273;On Time;4;15;2726;Good
1877;58;8096;12588;24620;On Time;1;18;3215;Good
1878;34;5237;8716;19563;On Time;1;14;3114;Good
1879;57;6229;6850;12681;On Time;5;3;4358;Good
1880;48;4706;17309;10275;On Time;1;1;2340;Bad
1881;51;5445;8766;20010;On Time;3;3;2945;Good
1882;41;7500;7945;12333;On Time;2;13;3156;Good
1883;62;1814;9599;16083;On Time;4;8;3974;Bad
1884;52;5620;10965;8151;On Time;4;17;2239;Good
1885;65;8203;4845;17846;Late;4;16;864;Bad
1886;23;5423;7175;17443;Late;5;16;1852;Bad
1887;36;7475;6909;8791;On Time;5;12;3724;Good
1888;47;4056;14226;20158;On Time;3;19;3075;Good
1889;24;4951;5570;17773;On Time;4;16;2930;Good
1890;27;5050;1221;18700;On Time;5;15;2153;Good
1891;58;1673;164;13106;On Time;4;9;3069;Bad
1892;49;3247;2648;15894;On Time;1;16;3509;Bad
1893;51;3354;16807;15316;On Time;4;2;2881;Bad
1894;45;6233;10081;14259;On Time;3;10;4296;Good
1895;32;6308;12506;15852;On Time;3;12;3844;Good
1896;47;5486;12682;21282;On Time;5;18;2868;Good
1897;54;6236;10280;20374;On Time;4;18;3690;Good
1898;46;4753;9626;9090;Late;3;4;3068;Bad
1899;39;6802;15222;19927;On Time;1;2;3307;Bad
1900;21;5013;10729;20955;On Time;5;7;2768;Good
1901;37;5086;16995;14244;Late;1;19;3179;Bad
1902;49;4601;13104;17542;On Time;3;11;1512;Good
1903;53;6026;6911;17470;On Time;5;13;2202;Good
1904;67;4368;7514;10750;On Time;4;17;4181;Good
1905;21;6464;6362;13090;On Time;2;10;2678;Good
1906;44;3301;16087;18754;On Time;4;16;1946;Bad
1907;34;3351;7974;12520;On Time;4;16;4657;Bad
1908;29;6031;6007;19877;On Time;1;16;2702;Good
1909;39;4867;11598;21524;On Time;4;19;3535;Good
1910;34;4319;9514;20718;On Time;2;13;2488;Good
1911;27;6335;11472;24899;On Time;5;11;3923;Good
1912;18;4089;19449;14546;On Time;5;12;3004;Bad
1913;39;4699;14565;15886;Late;2;17;1324;Bad
1914;43;7098;10135;16603;On Time;1;15;5073;Good
1915;35;7308;2957;14698;On Time;2;3;2415;Good
1916;67;7358;7500;17710;On Time;5;9;2683;Good
1917;31;4576;13555;6443;On Time;2;10;1790;Good
1918;64;6846;4144;16024;On Time;1;12;1202;Good
1919;46;3576;20704;8112;On Time;4;9;4096;Bad
1920;29;3639;10072;10186;On Time;4;5;3208;Bad
1921;53;1474;10244;18664;On Time;5;2;1064;Bad
1922;52;7509;6666;14004;On Time;1;13;2622;Good
1923;69;3704;12483;18488;On Time;4;11;3378;Bad
1924;29;4810;4209;13896;On Time;4;9;3603;Good
1925;24;3634;20824;20532;Late;4;8;2114;Bad
1926;46;6042;16586;13804;On Time;3;15;2487;Bad
1927;28;4436;14921;5225;On Time;4;16;2323;Good
1928;50;3042;3047;16126;On Time;3;10;2624;Bad
1929;23;5662;11027;5000;On Time;2;2;3225;Good
1930;64;2849;16045;7736;On Time;5;15;3812;Bad
1931;32;3743;12965;10585;On Time;5;18;3234;Bad
1932;49;1839;4989;9961;On Time;3;13;3265;Bad
1933;68;2864;6749;12274;On Time;1;5;2807;Bad
1934;28;5267;7740;9789;On Time;3;19;1828;Good
1935;40;2053;6982;7970;On Time;4;1;2854;Bad
1936;43;2778;17643;22709;On Time;1;3;2574;Bad
1937;51;4996;394;11609;On Time;5;10;2312;Good
1938;63;4184;13279;5000;On Time;2;15;3016;Good
1939;51;7988;3538;13195;On Time;2;16;1437;Good
1940;46;7750;5193;9376;On Time;3;4;2535;Good
1941;21;3698;0;10575;On Time;3;3;2311;Bad
1942;34;5835;7254;18551;On Time;3;5;2160;Good
1943;52;6123;17553;12759;On Time;3;3;3579;Bad
1944;30;4103;11324;9237;On Time;5;8;3124;Good
1945;58;2756;4008;17231;On Time;4;6;3469;Bad
1946;56;4981;15085;20749;On Time;5;15;3428;Bad
1947;32;4740;16156;17684;On Time;2;6;2013;Bad
1948;46;4346;10520;5000;On Time;2;7;4093;Good
1949;46;5663;20173;9425;Late;2;8;2523;Bad
1950;28;3873;14107;15237;On Time;4;16;4129;Bad
1951;69;3272;13413;13778;Late;4;13;2617;Bad
1952;49;5163;5983;13363;On Time;1;5;1726;Good
1953;19;5578;13136;10086;On Time;4;2;1950;Good
1954;64;3235;11083;7972;On Time;2;14;3948;Bad
1955;31;6392;12599;25038;On Time;4;18;3544;Good
1956;37;2344;6577;15135;On Time;4;18;2253;Bad
1957;39;4132;10640;18210;On Time;4;18;3218;Good
1958;28;4612;5915;15031;On Time;3;15;3971;Good
1959;44;4045;0;15231;On Time;4;5;4629;Good
1960;20;4152;14991;14689;On Time;3;2;3152;Good
1961;34;7806;2488;9397;On Time;2;11;3322;Good
1962;61;3723;10535;7427;On Time;1;10;2837;Bad
1963;45;8661;11665;16931;Late;5;5;3012;Bad
1964;46;5655;11632;15939;On Time;1;2;3574;Good
1965;38;5138;8584;19691;On Time;5;12;1915;Good
1966;64;5714;11356;18676;On Time;2;17;3650;Good
1967;33;8794;12354;10957;On Time;3;5;2612;Good
1968;54;3509;13674;20662;Late;4;18;2261;Bad
1969;37;3319;18667;18825;On Time;3;16;2265;Bad
1970;23;3867;11170;18454;On Time;5;8;4902;Bad
1971;36;5048;10320;26246;On Time;4;4;4297;Good
1972;22;2411;5466;25219;On Time;5;4;2136;Bad
1973;20;5033;12179;18449;On Time;5;4;3270;Good
1974;18;7540;13336;17825;Late;4;17;3229;Bad
1975;55;5227;9038;20408;On Time;1;10;4733;Good
1976;32;4560;12723;12080;On Time;1;1;2560;Good
1977;51;4072;8537;12150;On Time;5;18;777;Good
1978;52;6347;13354;18367;Late;2;15;2878;Bad
1979;66;3761;14563;10717;On Time;3;10;2727;Bad
1980;42;7769;14493;17963;On Time;1;16;3456;Good
1981;41;7900;10589;15784;On Time;4;4;3858;Good
1982;29;5385;4800;10719;On Time;5;18;4144;Good
1983;35;4982;6940;15129;On Time;3;11;4112;Good
1984;32;6545;12975;21525;On Time;3;8;3649;Good
1985;61;6642;22244;15411;On Time;5;1;4051;Bad
1986;33;3791;8296;15432;On Time;3;2;1633;Bad
1987;44;4210;12279;16644;On Time;2;17;2742;Good
1988;25;3016;7219;17295;On Time;5;19;3006;Bad
1989;63;5613;5130;13345;On Time;3;10;3455;Good
1990;42;5999;6618;16751;Late;3;8;2371;Bad
1991;34;2975;0;9754;Late;1;9;2329;Bad
1992;46;4317;16767;11004;On Time;3;10;2645;Bad
1993;25;2979;0;11644;Late;3;5;3435;Bad
1994;32;3651;8680;17348;On Time;1;9;0;Bad
1995;44;5826;4109;15801;On Time;5;11;2981;Good
1996;63;3899;5578;14328;On Time;1;18;2277;Bad
1997;67;4548;16882;18453;On Time;4;1;2140;Bad
1998;69;2559;11005;16894;On Time;4;16;3332;Bad
1999;24;5280;5173;13550;On Time;2;10;3143;Good
2000;20;4933;7052;9823;On Time;3;18;3204;Good
2001;46;3906;6172;10901;On Time;4;1;3169;Bad
2002;61;4716;9782;7665;On Time;5;6;4400;Good
2003;41;5270;10864;15702;On Time;5;1;4178;Good
2004;20;3777;19477;10689;On Time;4;3;1606;Bad
2005;37;2785;418;12523;On Time;1;13;2511;Bad
2006;63;7708;9825;14362;On Time;2;12;2630;Good
2007;32;4050;8422;20219;Late;1;14;1480;Bad
2008;42;4854;14732;19643;On Time;2;17;5724;Good
2009;47;6516;11774;14726;On Time;4;16;3103;Good
2010;31;10293;12951;21327;On Time;1;13;1814;Good
2011;24;3133;11725;5000;On Time;4;4;4067;Bad
2012;34;5674;5340;24386;On Time;2;15;3133;Good
2013;61;3938;16056;18462;On Time;5;9;2240;Bad
2014;37;4191;13992;15514;On Time;1;17;3697;Good
2015;53;3919;14577;10543;On Time;4;11;3916;Bad
2016;26;3311;16320;12809;On Time;2;7;3691;Bad
2017;55;4938;12088;18046;On Time;5;7;3547;Good
2018;65;2788;17404;18160;On Time;1;4;2293;Bad
2019;39;6420;11888;18341;On Time;2;8;1357;Good
2020;19;5082;8904;11357;On Time;1;19;1797;Good
2021;41;5633;9966;10350;On Time;1;14;2524;Good
2022;25;4300;9880;15976;On Time;3;4;1265;Good
2023;28;4449;7403;18849;On Time;4;17;4802;Good
2024;30;5431;18159;15015;On Time;3;18;2004;Bad
2025;34;3253;11481;22407;On Time;1;15;2810;Bad
2026;25;4463;10473;15165;On Time;2;5;3136;Good
2027;38;3710;11941;14996;On Time;4;15;4101;Bad
2028;35;3664;24899;18352;On Time;2;4;3488;Bad
2029;47;1835;4341;21096;Late;2;4;3196;Bad
2030;35;7008;5774;8253;On Time;5;12;5336;Good
2031;63;3970;3097;9409;On Time;1;18;4608;Bad
2032;64;6745;8837;13433;On Time;2;19;3395;Good
2033;48;6603;11227;30794;On Time;1;18;3289;Good
2034;55;3071;7673;13692;Late;3;1;2867;Bad
2035;49;3367;7301;14391;On Time;3;4;3726;Bad
2036;28;8840;10712;18091;On Time;2;15;2629;Good
2037;62;7626;7489;19884;On Time;1;6;2259;Good
2038;42;4952;11550;15848;Late;5;2;4393;Bad
2039;50;5386;15571;20821;On Time;4;2;2235;Bad
2040;55;4053;13385;9030;On Time;3;2;2964;Good
2041;58;5648;14405;11169;On Time;3;11;2612;Good
2042;25;3924;15429;20812;On Time;5;8;2932;Bad
2043;28;1951;11414;15054;On Time;2;17;3201;Bad
2044;39;3017;9206;8687;On Time;3;12;3006;Bad
2045;68;5031;6138;8387;On Time;3;4;2123;Good
2046;41;3303;8044;10945;On Time;4;1;2591;Bad
2047;58;4899;7381;15010;On Time;5;10;3654;Good
2048;34;3388;13658;17336;On Time;5;7;3223;Bad
2049;29;3826;11733;13354;Late;1;16;3395;Bad
2050;63;6279;13483;16924;On Time;5;17;3904;Good
2051;49;5371;4198;12814;On Time;4;6;3539;Good
2052;32;4985;17158;21119;On Time;5;1;2400;Bad
2053;33;6318;7865;27759;On Time;1;11;3325;Good
2054;39;5720;4499;13036;On Time;4;13;3300;Good
2055;45;7169;7803;17399;On Time;3;13;1413;Good
2056;37;4310;22418;16992;Late;2;9;1327;Bad
2057;50;4355;8061;15693;On Time;3;3;3444;Good
2058;27;3048;8374;18266;On Time;1;2;2437;Bad
2059;57;4356;9039;17394;On Time;4;1;2538;Good
2060;49;6447;9256;12644;On Time;3;7;3273;Good
2061;67;6949;6092;21582;On Time;1;10;3015;Good
2062;50;6440;10716;16008;On Time;3;2;2943;Good
2063;19;2308;15377;13075;On Time;2;4;4496;Bad
2064;50;6624;11571;27216;On Time;3;16;2749;Good
2065;50;2242;4444;14418;On Time;3;8;3260;Bad
2066;58;6347;8278;16274;On Time;3;12;2411;Good
2067;30;4448;7242;15877;On Time;1;5;4035;Good
2068;47;6053;10264;14350;On Time;4;3;3336;Good
2069;50;3001;16652;17243;On Time;5;1;4761;Bad
2070;30;6756;9255;10775;On Time;1;14;3143;Good
2071;69;2802;9559;17982;On Time;5;19;3309;Bad
2072;43;3997;18888;6208;On Time;5;16;2960;Bad
2073;39;3502;14381;8509;On Time;3;9;4572;Bad
2074;56;2368;12870;24128;On Time;2;5;3368;Bad
2075;19;5141;19790;8719;On Time;5;4;2918;Bad
2076;55;7709;12449;5200;On Time;5;6;2106;Good
2077;56;9000;67;8842;On Time;3;12;794;Good
2078;43;5145;14163;23700;Late;2;14;3091;Bad
2079;63;6675;2039;6040;On Time;3;14;2696;Good
2080;67;5348;12260;10220;On Time;5;6;0;Good
2081;32;5748;1431;7709;On Time;1;5;2589;Good
2082;51;4486;7665;13629;On Time;5;2;1959;Good
2083;59;5292;8181;12819;On Time;1;3;4667;Good
2084;61;5806;6149;12596;On Time;4;9;2937;Good
2085;66;4132;8255;24280;On Time;2;7;4237;Good
2086;57;4883;15162;9004;On Time;4;12;3450;Bad
2087;28;4912;6430;14489;On Time;3;18;4017;Good
2088;20;6239;12725;16693;On Time;5;13;5300;Good
2089;23;3400;5171;10098;On Time;4;1;3817;Bad
2090;26;4922;9052;17432;On Time;2;1;6209;Good
2091;23;7868;11619;13000;On Time;1;1;3624;Good
2092;26;6746;5017;16871;Late;1;7;4220;Bad
2093;56;7023;3441;14460;Late;3;9;2665;Bad
2094;48;5036;12459;5000;On Time;3;1;1572;Good
2095;49;5481;15615;21530;On Time;5;15;497;Bad
2096;58;6503;9604;25352;On Time;4;12;3883;Good
2097;67;7340;7713;14116;On Time;5;4;2513;Good
2098;29;2072;10778;10510;On Time;1;10;2660;Bad
2099;25;3026;10277;22530;On Time;1;18;2645;Bad
2100;25;6964;11214;24451;Late;4;19;2333;Bad
2101;67;4584;0;14156;On Time;5;5;4657;Good
2102;45;3992;4654;13906;On Time;3;2;2117;Bad
2103;37;3118;5773;14600;On Time;4;7;3488;Bad
2104;64;4167;10754;6627;On Time;3;6;3488;Good
2105;24;2896;10929;13544;On Time;4;16;1515;Bad
2106;28;8136;13180;23574;On Time;3;15;3576;Good
2107;37;4966;11287;14156;On Time;2;9;1850;Good
2108;33;4913;3496;9799;On Time;1;7;2909;Good
2109;21;5882;17235;17483;On Time;4;10;2616;Bad
2110;23;6443;16359;11664;On Time;2;2;3053;Bad
2111;39;6418;3709;14667;On Time;4;3;3602;Good
2112;43;6610;11663;8655;On Time;1;19;2119;Good
2113;20;4053;7022;9816;On Time;1;3;2416;Good
2114;58;4553;10694;18688;On Time;3;8;1373;Good
2115;59;6153;15266;15579;On Time;1;5;1912;Bad
2116;31;4208;20650;11119;On Time;1;12;3760;Bad
2117;28;4992;13756;15597;On Time;1;11;2629;Good
2118;35;5598;11474;11964;On Time;5;4;3910;Good
2119;29;6177;8300;11081;On Time;5;4;2049;Good
2120;40;2333;10910;20820;On Time;1;1;2229;Bad
2121;29;6072;16798;18914;On Time;5;7;4103;Bad
2122;30;4649;9776;14893;On Time;4;2;3229;Good
2123;42;6061;5569;15721;Late;2;1;1508;Bad
2124;62;6165;1901;14958;On Time;2;19;2434;Good
2125;68;7411;12565;17435;On Time;5;17;3861;Good
2126;36;7030;11236;11002;On Time;2;11;2831;Good
2127;63;7019;6770;19312;On Time;5;5;4217;Good
2128;53;7165;15130;16767;On Time;3;6;1706;Bad
2129;62;5437;7891;13684;On Time;1;6;4213;Good
2130;25;5048;9326;12561;On Time;2;17;1817;Good
2131;46;6309;9916;19205;On Time;1;10;3245;Good
2132;49;6098;8245;14247;Late;2;10;3947;Bad
2133;68;4536;11179;11505;On Time;4;9;3129;Good
2134;61;5607;15757;13077;On Time;4;18;3571;Bad
2135;35;4947;4287;18846;On Time;5;13;4024;Good
2136;23;3719;12442;6947;On Time;1;8;3474;Bad
2137;35;6935;10860;13222;On Time;5;11;2687;Good
2138;36;5082;10768;20352;Late;3;7;2772;Bad
2139;39;8073;14359;14158;On Time;5;7;2154;Good
2140;54;2561;10246;16364;On Time;5;3;1783;Bad
2141;49;4164;12401;20433;On Time;5;16;4316;Good
2142;58;5048;13579;19461;On Time;2;13;3613;Good
2143;20;6706;7478;12799;On Time;2;18;4446;Good
2144;45;5599;11495;14348;On Time;3;18;3608;Good
2145;27;5465;8746;19523;On Time;1;12;2645;Good
2146;68;3309;9336;19697;On Time;4;13;1833;Bad
2147;52;3264;8389;14559;On Time;1;3;2485;Bad
